,category,text
2733,spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS
"
2734,spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18
"
2735,spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.
"
2736,spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994
"
2737,not_spam,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)
"
2738,spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X
"
2739,not_spam,"You aren't coming home between class, right? I need to work out and shower!
"
2740,spam,"You have an important customer service announcement from PREMIER.
"
2741,not_spam,"Finish liao... U?
"
2742,not_spam,"Sorry, I'll call later
"
2743,not_spam,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*
"
2744,not_spam,"Hmm well, night night 
"
2745,spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk
"
2746,not_spam,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down
"
2747,spam,"URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only
"
2748,not_spam,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?
"
2749,spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm
"
2750,not_spam,"Hope you are having a great day.
"
2751,spam,"This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
"
2752,spam,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL
"
2753,spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa
"
2754,not_spam,"Headin towards busetop
"
2755,spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk
"
2756,spam,"Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
"
2757,spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+
"
2758,not_spam,"Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748
"
2759,spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION
"
2760,not_spam,"If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
"
2761,spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832
"
2762,spam,"A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 
"
2763,spam,"Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
"
2764,spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz
"
2765,spam,"PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
"
2766,not_spam,"Lol! Oops sorry! Have fun. 
"
2767,not_spam,"We're on the opposite side from where we dropped you off
"
2768,not_spam,"No problem. Talk to you later
"
2769,not_spam,"Merry christmas to u too annie!
"
2770,not_spam,"Well welp is sort of a semiobscure internet thing
"
2771,not_spam,"Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
"
2772,spam,"Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
"
2773,spam,"Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone
"
2774,spam,"I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)
"
2775,not_spam,"What time do u get out?
"
2776,not_spam,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL
"
2777,spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk
"
2778,not_spam,"Our Prasanth ettans mother passed away last night. Just pray for her and family.
"
2779,spam,"SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
"
2780,not_spam,"Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!
"
2781,not_spam,"That is wondar full flim.
"
2782,spam,"Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.
"
2783,not_spam,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please 
"
2784,not_spam,"thanks for the temales it was wonderful. Thank. Have a great week.
"
2785,spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.
"
2786,not_spam,"Is ur lecture over?
"
2787,not_spam,"Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
"
2788,spam,"Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP
"
2789,not_spam,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?
"
2790,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589
"
2791,not_spam,"Then she buying today? Ü no need to c meh...
"
2792,spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription
"
2793,spam,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV
"
2794,spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)
"
2795,spam,"As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
"
2796,spam,"PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04
"
2797,spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832
"
2798,not_spam,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb
"
2799,not_spam,"Hurry up, I've been weed-deficient for like three days
"
2800,not_spam,"I didnt get ur full msg..sometext is missing, send it again
"
2801,spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022
"
2802,not_spam,"Will it help if we propose going back again tomorrow
"
2803,spam,"Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.
"
2804,not_spam,"Auntie huai juan never pick up her phone
"
2805,spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2
"
2806,not_spam,"Carlos says he'll be at mu in  &lt;#&gt;  minutes
"
2807,not_spam,"So i asked how's anthony. Dad. And your bf
"
2808,spam,"Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
"
2809,spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.
"
2810,spam,"Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL
"
2811,not_spam,"How's ur paper?
"
2812,not_spam,"If you were/are free i can give. Otherwise nalla adi entey nattil kittum
"
2813,not_spam,"Tmr timin still da same wat cos i got lesson until 6...
"
2814,spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com
"
2815,not_spam,"I wan but too early lei... Me outside now wun b home so early... Neva mind then...
"
2816,not_spam,"Lol. Well quality aint bad at all so i aint complaining
"
2817,not_spam,"No..but heard abt tat..
"
2818,spam,"Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
"
2819,spam,"Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
"
2820,spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR
"
2821,not_spam,"Gud mrng dear hav a nice day
"
2822,spam,"FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
"
2823,spam,"You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750
"
2824,spam,"Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone
"
2825,spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription
"
2826,not_spam,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home
"
2827,spam,"2/2 146tf150p
"
2828,spam,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV
"
2829,spam,"WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.
"
2830,spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk
"
2831,not_spam,"Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
"
2832,not_spam,"If i said anything wrong sorry de:-)
"
2833,not_spam,"Can not use foreign stamps in this country. Good lecture .
"
2834,not_spam,"A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
"
2835,spam,"U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.
"
2836,not_spam,"Yep. I do like the pink furniture tho.
"
2837,spam,"For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p
"
2838,not_spam,"Carry on not disturbing both of you
"
2839,spam,"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.
"
2840,spam,"As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts
"
2841,not_spam,"Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
"
2842,not_spam,"Thanks for ve lovely wisheds. You rock
"
2843,not_spam,"Yeah, that's fine! It's £6 to get in, is that ok? 
"
2844,not_spam,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da
"
2845,not_spam,"Haf u eaten? Wat time u wan me 2 come?
"
2846,not_spam,"Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
"
2847,not_spam,"Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.
"
2848,spam,"Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
"
2849,spam,"Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs 
"
2850,not_spam,"""Gimme a few"" was  &lt;#&gt;  minutes ago
"
2851,spam,"**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270
"
2852,not_spam,"Now, whats your house # again ? And do you have any beer there ?
"
2853,spam,"Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP
"
2854,spam,"Ur balance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!
"
2855,spam,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182
"
2856,not_spam,"Do you like shaking your booty on the dance floor?
"
2857,not_spam,"Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!
"
